City,Channel Name,Interest,Category,Channel ID,Deep Link
"Rishon Lezion, Israel","Babysitting / Rishon Lezion, Israel",Babysitting,Services,aaa03da3-7af9-4bea-83cd-ffb97c02749c,https://places-links.vercel.app/chat/aaa03da3-7af9-4bea-83cd-ffb97c02749c/info
"Rishon Lezion, Israel","Baking / Rishon Lezion, Israel",Baking,Hobbies,60c23e4e-5348-4cd5-a876-eefc6a870d2e,https://places-links.vercel.app/chat/60c23e4e-5348-4cd5-a876-eefc6a870d2e/info
"Rishon Lezion, Israel","Baking / Rishon Lezion, Israel",Baking,Hobbies,297b3533-edbd-45fe-bbf6-3ae3e3aa0c7a,https://places-links.vercel.app/chat/297b3533-edbd-45fe-bbf6-3ae3e3aa0c7a/info
"Rishon Lezion, Israel","Baseball / Rishon Lezion, Israel",Baseball,Sports,6f4c2eef-d0fd-46f9-8837-54022f71f18d,https://places-links.vercel.app/chat/6f4c2eef-d0fd-46f9-8837-54022f71f18d/info
"Rishon Lezion, Israel","Basketball / Rishon Lezion, Israel",Basketball,Sports,46376e93-daa4-4373-a8db-991c6be966ec,https://places-links.vercel.app/chat/46376e93-daa4-4373-a8db-991c6be966ec/info
"Rishon Lezion, Israel","Birdwatching / Rishon Lezion, Israel",Birdwatching,Hobbies,ca09f933-ff7f-4980-9d9d-2d6db4473f0e,https://places-links.vercel.app/chat/ca09f933-ff7f-4980-9d9d-2d6db4473f0e/info
"Rishon Lezion, Israel","Boxing / Rishon Lezion, Israel",Boxing,Sports,19166850-7f0a-4f8a-8685-0e3835f11aeb,https://places-links.vercel.app/chat/19166850-7f0a-4f8a-8685-0e3835f11aeb/info
"Rishon Lezion, Israel","Camping / Rishon Lezion, Israel",Camping,Hobbies,e1cfd2b8-72f0-4cc9-83b9-6dd03864e117,https://places-links.vercel.app/chat/e1cfd2b8-72f0-4cc9-83b9-6dd03864e117/info
"Rishon Lezion, Israel","Canoeing/Kayaking / Rishon Lezion, Israel",Canoeing/Kayaking,Sports,1cc00d0c-914b-4dae-9829-d7e220051d5b,https://places-links.vercel.app/chat/1cc00d0c-914b-4dae-9829-d7e220051d5b/info
"Rishon Lezion, Israel","Chess / Rishon Lezion, Israel",Chess,Hobbies,34e9f5e4-1e33-475b-bdb8-ad807dd5f2c4,https://places-links.vercel.app/chat/34e9f5e4-1e33-475b-bdb8-ad807dd5f2c4/info
"Rishon Lezion, Israel","Climbing / Rishon Lezion, Israel",Climbing,Sports,5a7b907e-7292-4eca-90be-bc7747446af0,https://places-links.vercel.app/chat/5a7b907e-7292-4eca-90be-bc7747446af0/info
"Rishon Lezion, Israel","Clothing / Rishon Lezion, Israel",Clothing,Marketplace,f59d3ab7-09da-43ad-89a1-c819d6c99c24,https://places-links.vercel.app/chat/f59d3ab7-09da-43ad-89a1-c819d6c99c24/info
"Rishon Lezion, Israel","Cooking / Rishon Lezion, Israel",Cooking,Hobbies,c16de6fa-27a4-47b9-9b34-de25ada803af,https://places-links.vercel.app/chat/c16de6fa-27a4-47b9-9b34-de25ada803af/info
"Rishon Lezion, Israel","Crocheting/Knitting / Rishon Lezion, Israel",Crocheting/Knitting,Hobbies,e90fdfb7-8e8e-4da1-8d53-5ff3c4f0a7b4,https://places-links.vercel.app/chat/e90fdfb7-8e8e-4da1-8d53-5ff3c4f0a7b4/info
"Rishon Lezion, Israel","Cycling / Rishon Lezion, Israel",Cycling,Sports,3be70f85-fd97-4018-b792-75178e517d1d,https://places-links.vercel.app/chat/3be70f85-fd97-4018-b792-75178e517d1d/info
"Rishon Lezion, Israel","Dancing / Rishon Lezion, Israel",Dancing,Hobbies,2fd009f6-1d12-4d8c-a576-e4fbf23ede09,https://places-links.vercel.app/chat/2fd009f6-1d12-4d8c-a576-e4fbf23ede09/info
"Rishon Lezion, Israel","DIY / Rishon Lezion, Israel",DIY,Hobbies,93d1cd8e-8d57-44c7-ba33-d68673579f38,https://places-links.vercel.app/chat/93d1cd8e-8d57-44c7-ba33-d68673579f38/info
"Rishon Lezion, Israel","Education / Rishon Lezion, Israel",Education,Jobs,58a13e46-924b-4152-b039-68b7413705d2,https://places-links.vercel.app/chat/58a13e46-924b-4152-b039-68b7413705d2/info
"Rishon Lezion, Israel","Electrician / Rishon Lezion, Israel",Electrician,Services,fefec23c-32f7-4460-b55f-575cf2e533c7,https://places-links.vercel.app/chat/fefec23c-32f7-4460-b55f-575cf2e533c7/info
"Rishon Lezion, Israel","Electronics / Rishon Lezion, Israel",Electronics,Marketplace,7dce2c2d-dd80-4fd1-8fe5-f16915005c19,https://places-links.vercel.app/chat/7dce2c2d-dd80-4fd1-8fe5-f16915005c19/info
"Rishon Lezion, Israel","Finance / Rishon Lezion, Israel",Finance,Jobs,b86d1c00-40d3-44f4-b749-5703cfd13137,https://places-links.vercel.app/chat/b86d1c00-40d3-44f4-b749-5703cfd13137/info
"Rishon Lezion, Israel","Fishing / Rishon Lezion, Israel",Fishing,Hobbies,ce9d4583-edca-40c3-a017-71d272c8564b,https://places-links.vercel.app/chat/ce9d4583-edca-40c3-a017-71d272c8564b/info
"Rishon Lezion, Israel","Furniture / Rishon Lezion, Israel",Furniture,Marketplace,11779784-ed1d-47bb-90e8-9e76b553065c,https://places-links.vercel.app/chat/11779784-ed1d-47bb-90e8-9e76b553065c/info
"Rishon Lezion, Israel","Gaming / Rishon Lezion, Israel",Gaming,Hobbies,e8519e48-7591-4335-ba03-72d127ac9577,https://places-links.vercel.app/chat/e8519e48-7591-4335-ba03-72d127ac9577/info
"Rishon Lezion, Israel","Gardening / Rishon Lezion, Israel",Gardening,Hobbies,1f479d4c-9ec0-4629-b636-a033c2ea3609,https://places-links.vercel.app/chat/1f479d4c-9ec0-4629-b636-a033c2ea3609/info
"Rishon Lezion, Israel","Golf / Rishon Lezion, Israel",Golf,Sports,3be28482-1b28-4a56-a378-cc1cf9c77de6,https://places-links.vercel.app/chat/3be28482-1b28-4a56-a378-cc1cf9c77de6/info
"Rishon Lezion, Israel","Gymnastics / Rishon Lezion, Israel",Gymnastics,Sports,e22b277b-a738-4a57-8c51-fb5dd6f1ef24,https://places-links.vercel.app/chat/e22b277b-a738-4a57-8c51-fb5dd6f1ef24/info
"Rishon Lezion, Israel","Healthcare / Rishon Lezion, Israel",Healthcare,Jobs,0e2c6366-1677-4045-b1f2-7c4da1344d02,https://places-links.vercel.app/chat/0e2c6366-1677-4045-b1f2-7c4da1344d02/info
"Rishon Lezion, Israel","Hiking / Rishon Lezion, Israel",Hiking,Hobbies,f0d9f4af-5e88-41ff-ae1f-aa15e54bfa81,https://places-links.vercel.app/chat/f0d9f4af-5e88-41ff-ae1f-aa15e54bfa81/info
